caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
2014-10-15,-0.008094,-0.008187,-0.004221,-0.004300,17063619000.00,502,17204462500.00,502,1862.49,-0.008100
2014-10-16,0.000073,0.000041,0.004253,0.004219,17063868600.00,502,17063619000.00,502,1862.76,0.000145
2014-10-17,0.012737,0.012737,0.011175,0.011175,17280472900.00,502,17063868600.00,502,1886.76,0.012884
2014-10-20,0.009183,0.009164,0.010430,0.010414,17438811200.00,502,17280472900.00,502,1904.01,0.009143
2014-10-21,0.019484,0.019466,0.021699,0.021692,17778041000.00,502,17438811200.00,502,1941.28,0.019574
2014-10-22,-0.007091,-0.007201,-0.009216,-0.009261,17650018000.00,502,17778041000.00,502,1927.11,-0.007299
2014-10-23,0.012181,0.012181,0.013164,0.013164,17864955000.00,502,17650018000.00,502,1950.82,0.012303
2014-10-24,0.006866,0.006855,0.006852,0.006843,17987349600.00,502,17864955000.00,502,1964.58,0.007053
2014-10-27,-0.001469,-0.001478,-0.002607,-0.002640,17959587100.00,502,17987349600.00,502,1961.63,-0.001502
2014-10-28,0.011817,0.011817,0.013461,0.013461,18171604900.00,502,17959587100.00,502,1985.05,0.011939
2014-10-29,-0.001290,-0.001398,-0.001962,-0.002109,18146211100.00,502,18171604900.00,502,1982.30,-0.001385
2014-10-30,0.006384,0.006314,0.006715,0.006549,18260445800.00,502,18146211100.00,502,1994.65,0.006230
2014-10-31,0.011692,0.011688,0.012630,0.012624,18434167500.00,502,18260445800.00,502,2018.05,0.011731
2014-11-03,-0.000161,-0.000174,-0.000171,-0.000234,18423335300.00,502,18434167500.00,502,2017.81,-0.000119
2014-11-04,-0.002762,-0.002768,-0.005223,-0.005232,18372331900.00,502,18423335300.00,502,2012.10,-0.002830
2014-11-05,0.005923,0.005571,0.007823,0.007628,18481685300.00,502,18379561300.00,502,2023.57,0.005701
2014-11-06,0.004119,0.003818,0.004771,0.004594,18552143900.00,502,18481685300.00,502,2031.21,0.003776
2014-11-07,0.000677,0.000485,0.001087,0.000999,18561057200.00,502,18552143900.00,502,2031.92,0.000350
2014-11-10,0.003279,0.003222,0.002459,0.002385,18620859200.00,502,18561057200.00,502,2038.26,0.003120
2014-11-11,0.000677,0.000677,0.000382,0.000382,18633474200.00,502,18620859200.00,502,2039.68,0.000697
2014-11-12,-0.000444,-0.000730,0.000057,-0.000319,18619822100.00,502,18633474200.00,502,2038.25,-0.000701
2014-11-13,0.000912,0.000825,-0.001841,-0.001971,18635186000.00,502,18619822100.00,502,2039.33,0.000530
2014-11-14,0.000423,0.000307,0.000577,0.000540,18640994200.00,502,18635186000.00,502,2039.82,0.000240
2014-11-17,0.000814,0.000764,0.001108,0.001045,18655237300.00,502,18640994200.00,502,2041.32,0.000735
2014-11-18,0.005303,0.005105,0.005779,0.005678,18750465400.00,502,18655237300.00,502,2051.80,0.005134
2014-11-19,-0.001267,-0.001328,-0.001422,-0.001539,18725571300.00,502,18750465400.00,502,2048.72,-0.001501
2014-11-20,0.001877,0.001833,0.003646,0.003578,18760329200.00,502,18725571300.00,502,2052.75,0.001967
2014-11-21,0.005325,0.005188,0.006350,0.006260,18857691400.00,502,18760329200.00,502,2063.50,0.005237
2014-11-24,0.002893,0.002878,0.003356,0.003295,18911972100.00,502,18857691400.00,502,2069.41,0.002864
2014-11-25,-0.001140,-0.001244,-0.001122,-0.001262,18888447800.00,502,18911972100.00,502,2067.03,-0.001150
2014-11-26,0.003037,0.002653,0.000717,0.000120,18938549400.00,502,18888447800.00,502,2072.83,0.002806
2014-11-28,-0.002131,-0.002176,-0.004606,-0.004647,18871755500.00,502,18938549400.00,502,2067.56,-0.002542
2014-12-01,-0.006999,-0.007045,-0.008484,-0.008518,18736525000.00,502,18871755500.00,502,2053.44,-0.006829
2014-12-02,0.006352,0.006302,0.005870,0.005831,18854593500.00,502,18736525000.00,502,2066.55,0.006384
2014-12-03,0.003846,0.003549,0.006911,0.006658,18921634600.00,502,18854593500.00,502,2074.33,0.003765
2014-12-04,-0.001108,-0.001134,-0.002443,-0.002537,18900106100.00,502,18921634600.00,502,2071.92,-0.001162
2014-12-05,0.001607,0.001599,0.001435,0.001427,18943595700.00,502,18913349100.00,502,2075.37,0.001665
2014-12-08,-0.007021,-0.007167,-0.009156,-0.009363,18807806700.00,502,18943595700.00,502,2060.31,-0.007257
2014-12-09,-0.000191,-0.000200,0.002425,0.002407,18804043900.00,502,18807806700.00,502,2059.82,-0.000238
2014-12-10,-0.016261,-0.016330,-0.018035,-0.018156,18496980800.00,502,18804043900.00,502,2026.14,-0.016351
2014-12-11,0.004852,0.004564,0.004854,0.004592,18581394700.00,502,18496980800.00,502,2035.33,0.004536
2014-12-12,-0.016058,-0.016093,-0.016265,-0.016339,18282368800.00,502,18581394700.00,502,2002.33,-0.016214
2014-12-15,-0.006143,-0.006173,-0.004948,-0.005012,18169096800.00,502,18282368800.00,502,1989.63,-0.006343
2014-12-16,-0.008611,-0.008611,-0.005812,-0.005812,18012651300.00,502,18169096800.00,502,1972.74,-0.008489
2014-12-17,0.020318,0.020269,0.022284,0.022204,18377755000.00,502,18012651300.00,502,2012.89,0.020352
2014-12-18,0.024296,0.024143,0.022025,0.021958,18821444800.00,502,18377755000.00,502,2061.23,0.024015
2014-12-19,0.004482,0.004476,0.007084,0.007071,18905825900.00,502,18821444800.00,502,2070.65,0.004570
2014-12-22,0.004086,0.003950,0.003296,0.003251,18980496700.00,502,18905825900.00,502,2078.54,0.003810
2014-12-23,0.001904,0.001856,0.003790,0.003701,19015722100.00,502,18980496700.00,502,2082.17,0.001746
2014-12-24,-0.000148,-0.000186,-0.000134,-0.000181,19012188600.00,502,19015722100.00,502,2081.88,-0.000139
2014-12-26,0.003310,0.003308,0.002625,0.002616,19065620700.00,502,19012188600.00,502,2088.77,0.003310
2014-12-29,0.000948,0.000724,0.002670,0.002315,19079418900.00,502,19065620700.00,502,2090.57,0.000862
2014-12-30,-0.004736,-0.004855,-0.005260,-0.005387,18986789900.00,502,19079418900.00,502,2080.35,-0.004889
2014-12-31,-0.010244,-0.010247,-0.009602,-0.009613,18847408800.00,502,18986789900.00,502,2058.90,-0.010311
2015-01-02,-0.000165,-0.000298,-0.000052,-0.000083,18841749700.00,502,18847408800.00,502,2058.20,-0.000340
2015-01-05,-0.018112,-0.018180,-0.020072,-0.020106,18499161700.00,502,18841749700.00,502,2020.58,-0.018278
2015-01-06,-0.008869,-0.008869,-0.010235,-0.010235,18335102000.00,502,18499161700.00,502,2002.61,-0.008893
2015-01-07,0.012110,0.011801,0.011490,0.011369,18551468800.00,502,18335102000.00,502,2025.90,0.011630
2015-01-08,0.017830,0.017808,0.017961,0.017925,18881841800.00,502,18551468800.00,502,2062.14,0.017888
2015-01-09,-0.008400,-0.008405,-0.008366,-0.008380,18722996400.00,502,18881841800.00,502,2044.81,-0.008404
2015-01-12,-0.007980,-0.007980,-0.009729,-0.009729,18573590200.00,502,18722996400.00,502,2028.26,-0.008094
2015-01-13,-0.002560,-0.002660,-0.003044,-0.003123,18524185100.00,502,18573590200.00,502,2023.03,-0.002579
2015-01-14,-0.005905,-0.005934,-0.005242,-0.005274,18414439400.00,502,18524185100.00,502,2011.27,-0.005813
2015-01-15,-0.009149,-0.009175,-0.009449,-0.009475,18245376400.00,502,18414439400.00,502,1992.67,-0.009248
2015-01-16,0.013317,0.013305,0.014418,0.014411,18485485900.00,502,18245376400.00,502,2019.42,0.013424
2015-01-20,0.001686,0.001654,-0.000578,-0.000602,18516052800.00,502,18485485900.00,502,2022.55,0.001550
2015-01-21,0.004874,0.004758,0.007678,0.007645,18604110900.00,502,18516052800.00,502,2032.12,0.004732
2015-01-22,0.015301,0.015291,0.014134,0.014122,18887925500.00,502,18604110900.00,502,2063.15,0.015270
2015-01-23,-0.005362,-0.005362,-0.005387,-0.005387,18786458500.00,502,18887925500.00,502,2051.82,-0.005492
2015-01-26,0.002496,0.002489,0.004970,0.004945,18833081400.00,502,18786458500.00,502,2057.09,0.002568
2015-01-27,-0.013292,-0.013293,-0.008279,-0.008281,18571313400.00,502,18820322800.00,502,2029.55,-0.013388
2015-01-28,-0.013338,-0.013424,-0.014960,-0.015096,18322044500.00,502,18571313400.00,502,2002.16,-0.013496
2015-01-29,0.009638,0.009555,0.009214,0.009126,18498920900.00,502,18322044500.00,502,2021.25,0.009535
2015-01-30,-0.012832,-0.012849,-0.012327,-0.012368,18291336700.00,502,18498920900.00,502,1994.99,-0.012992
2015-02-02,0.012851,0.012825,0.013491,0.013423,18525114400.00,502,18291336700.00,502,2020.85,0.012962
2015-02-03,0.014306,0.014285,0.017642,0.017616,18790179900.00,502,18525114400.00,502,2050.03,0.014439
2015-02-04,-0.003814,-0.004112,-0.005295,-0.005407,18712866100.00,502,18790179900.00,502,2041.51,-0.004156
2015-02-05,0.010546,0.010233,0.011190,0.011033,18904337900.00,502,18712866100.00,502,2062.52,0.010291
2015-02-06,-0.003109,-0.003371,-0.003528,-0.003675,18838644800.00,502,18904337900.00,502,2055.47,-0.003418
2015-02-09,-0.004306,-0.004351,-0.003521,-0.003547,18756701100.00,502,18838644800.00,502,2046.74,-0.004247
2015-02-10,0.010838,0.010792,0.010345,0.010309,18959123300.00,502,18756701100.00,502,2068.59,0.010676
2015-02-11,0.000204,-0.000140,-0.001247,-0.001637,18956668000.00,502,18959123300.00,502,2068.53,-0.000029
2015-02-12,0.009823,0.009588,0.010823,0.010656,19138239700.00,502,18956668000.00,502,2088.48,0.009645
2015-02-13,0.004083,0.003995,0.004453,0.004335,19213488400.00,502,19138239700.00,502,2096.99,0.004075
2015-02-17,0.001687,0.001537,0.002181,0.002109,19242993900.00,502,19213488400.00,502,2100.34,0.001598
2015-02-18,-0.000217,-0.000298,0.000682,0.000477,19237283800.00,502,19242993900.00,502,2099.68,-0.000314
2015-02-19,-0.000949,-0.001104,-0.000539,-0.000619,19216068900.00,502,19237283800.00,502,2097.45,-0.001062
2015-02-20,0.006179,0.006060,0.005661,0.005603,19333336500.00,502,19216068900.00,502,2110.30,0.006126
2015-02-23,-0.000249,-0.000259,-0.001103,-0.001125,19328355600.00,502,19333336500.00,502,2109.66,-0.000303
2015-02-24,0.002685,0.002656,0.001908,0.001878,19379913400.00,502,19328355600.00,502,2115.48,0.002759
2015-02-25,-0.000578,-0.000750,-0.000151,-0.000386,19365370200.00,502,19379913400.00,502,2113.86,-0.000766
2015-02-26,-0.001256,-0.001424,-0.003869,-0.004050,19344150100.00,502,19365370200.00,502,2110.74,-0.001476
2015-02-27,-0.002875,-0.002882,-0.001716,-0.001741,19233834700.00,502,19344150100.00,502,2104.50,-0.002956
2015-03-02,0.006270,0.006213,0.005380,0.005316,19353061300.00,502,19233834700.00,502,2117.39,0.006125
2015-03-03,-0.004584,-0.004599,-0.004260,-0.004292,19264073000.00,502,19353061300.00,502,2107.78,-0.004539
2015-03-04,-0.004182,-0.004384,-0.004924,-0.005173,19179599700.00,502,19264073000.00,502,2098.53,-0.004389
2015-03-05,0.001384,0.001339,0.002051,0.001963,19205389700.00,502,19179599700.00,502,2101.04,0.001196
2015-03-06,-0.014191,-0.014321,-0.015198,-0.015398,18930499700.00,502,19205389700.00,502,2071.26,-0.014174
2015-03-09,0.004038,0.003943,0.002709,0.002593,19004510900.00,502,18930499700.00,502,2079.43,0.003944
2015-03-10,-0.016802,-0.016861,-0.015570,-0.015628,18684090500.00,502,19004510900.00,502,2044.16,-0.016961
2015-03-11,-0.001821,-0.002020,0.000062,-0.000137,18646158900.00,502,18684090500.00,502,2040.24,-0.001918
2015-03-12,0.012985,0.012731,0.012907,0.012719,18892406100.00,502,18655503300.00,502,2065.95,0.012601
2015-03-13,-0.005975,-0.006000,-0.006799,-0.006872,18778534600.00,502,18892406100.00,502,2053.40,-0.006075
2015-03-16,0.013627,0.013611,0.013379,0.013334,19033761500.00,502,18778534600.00,502,2081.19,0.013534
2015-03-17,-0.003348,-0.003353,-0.003435,-0.003447,18885951900.00,502,18949510700.00,500,2074.28,-0.003320
2015-03-18,0.012142,0.012119,0.014040,0.014006,19126723200.00,502,18897545100.00,501,2099.50,0.012158
2015-03-19,-0.004840,-0.004851,-0.005550,-0.005563,19033958900.00,502,19126723200.00,501,2089.27,-0.004873
2015-03-20,0.009113,0.009100,0.010431,0.010395,19207195800.00,502,19033958900.00,501,2108.10,0.009013
2015-03-23,-0.001711,-0.001711,-0.001563,-0.001563,19243811700.00,502,19276666800.00,502,2104.42,-0.001746
2015-03-24,-0.005943,-0.006024,-0.005725,-0.005750,19127850000.00,502,19243811700.00,502,2091.50,-0.006139
2015-03-25,-0.014651,-0.014674,-0.013288,-0.013342,18847341100.00,502,19127850000.00,502,2061.05,-0.014559
2015-03-26,-0.002283,-0.002308,-0.002554,-0.002569,18803912600.00,502,18847341100.00,502,2056.15,-0.002377
2015-03-27,0.002482,0.002291,0.004141,0.003828,18844894200.00,502,18803912600.00,502,2061.02,0.002369
2015-03-30,0.012275,0.012186,0.012197,0.012117,19074399900.00,502,18844894200.00,502,2086.24,0.012237
2015-03-31,-0.008564,-0.008663,-0.006766,-0.006828,18945863400.00,502,19074399900.00,502,2067.89,-0.008796
2015-04-01,-0.003964,-0.004083,-0.003105,-0.003158,18868522600.00,502,18945863400.00,502,2059.69,-0.003965
2015-04-02,0.003517,0.003482,0.004925,0.004918,18933697300.00,502,18868522600.00,502,2066.96,0.003530
2015-04-06,0.006606,0.006594,0.007340,0.007314,19058532500.00,502,18933697300.00,502,2080.62,0.006609
2015-04-07,-0.002077,-0.002121,-0.003416,-0.003477,19024698800.00,502,19065134500.00,502,2076.33,-0.002062
2015-04-08,0.003188,0.002817,0.003713,0.003513,19078297400.00,502,19024698800.00,502,2081.90,0.002683
2015-04-09,0.004435,0.004430,0.003557,0.003543,19162816200.00,502,19078297400.00,502,2091.18,0.004457
2015-04-10,0.005049,0.005049,0.002810,0.002810,19251605300.00,502,19162816200.00,502,2102.06,0.005203
2015-04-13,-0.004475,-0.004563,-0.004694,-0.004760,19163797100.00,502,19251605300.00,502,2092.43,-0.004581
2015-04-14,0.001618,0.001613,0.002004,0.002000,19194714700.00,502,19163797100.00,502,2095.84,0.001630
2015-04-15,0.005081,0.005081,0.006386,0.006383,19292265300.00,502,19194714700.00,502,2106.63,0.005148
2015-04-16,-0.000811,-0.000837,-0.001868,-0.001893,19275155300.00,502,19292265300.00,502,2104.99,-0.000778
2015-04-17,-0.011408,-0.011408,-0.010985,-0.010985,19054624700.00,502,19275155300.00,502,2081.18,-0.011311
2015-04-20,0.009185,0.009163,0.007668,0.007639,19229027400.00,502,19054624700.00,502,2100.40,0.009235
2015-04-21,-0.001377,-0.001395,-0.001306,-0.001317,19202359500.00,502,19229027400.00,502,2097.29,-0.001481
2015-04-22,0.005124,0.005094,0.003886,0.003853,19300168600.00,502,19202359500.00,502,2107.96,0.005088
2015-04-23,0.002476,0.002380,0.002863,0.002835,19346128500.00,502,19300168600.00,502,2112.93,0.002358
2015-04-24,0.002430,0.002426,-0.000857,-0.000870,19392526600.00,502,19346128500.00,502,2117.69,0.002253
2015-04-27,-0.004142,-0.004144,-0.005386,-0.005396,19311834700.00,502,19392526600.00,502,2108.92,-0.004141
2015-04-28,0.002747,0.002643,0.002372,0.002280,19362293900.00,502,19311834700.00,502,2114.76,0.002769
2015-04-29,-0.003773,-0.003837,-0.003765,-0.003871,19287775200.00,502,19362293900.00,502,2106.85,-0.003740
2015-04-30,-0.010055,-0.010100,-0.008115,-0.008226,19090457900.00,502,19287775200.00,502,2085.51,-0.010129
2015-05-01,0.010831,0.010828,0.010839,0.010824,19297631800.00,502,19090457900.00,502,2108.29,0.010923
2015-05-04,0.002882,0.002882,0.003302,0.003302,19353173300.00,502,19297631800.00,502,2114.49,0.002941
2015-05-05,-0.011716,-0.011804,-0.012266,-0.012327,19124736800.00,502,19353173300.00,502,2089.46,-0.011837
2015-05-06,-0.004029,-0.004450,-0.003750,-0.003907,19039479500.00,502,19124736800.00,502,2080.15,-0.004456
2015-05-07,0.004091,0.003849,0.003130,0.002998,19112759300.00,502,19039479500.00,502,2088.00,0.003774
2015-05-08,0.013380,0.013359,0.011973,0.011938,19367971100.00,502,19112759300.00,502,2116.10,0.013458
2015-05-11,-0.004815,-0.005007,-0.003597,-0.003690,19271023300.00,502,19367971100.00,502,2105.33,-0.005090
2015-05-12,-0.002810,-0.002863,-0.002961,-0.003019,19185689200.00,502,19240778500.00,501,2099.12,-0.002950
2015-05-13,-0.000103,-0.000320,-0.000442,-0.000755,19210172600.00,502,19185689200.00,501,2098.48,-0.000305
2015-05-14,0.010902,0.010787,0.008860,0.008737,19417396800.00,502,19210172600.00,502,2121.10,0.010779
2015-05-15,0.000819,0.000706,0.001701,0.001660,19430898300.00,502,19417396800.00,502,2122.73,0.000768
2015-05-18,0.003104,0.003049,0.003925,0.003841,19490442500.00,502,19430898300.00,502,2129.20,0.003048
2015-05-19,-0.000774,-0.000974,-0.002001,-0.002097,19471453200.00,502,19490442500.00,502,2127.83,-0.000643
2015-05-20,-0.000843,-0.000948,-0.000102,-0.000228,19452997500.00,502,19471453200.00,502,2125.85,-0.000931
2015-05-21,0.002523,0.002387,0.002579,0.002512,19499429300.00,502,19452997500.00,502,2130.82,0.002338
2015-05-22,-0.002228,-0.002239,-0.001697,-0.001726,19455773200.00,502,19499429300.00,502,2126.06,-0.002234
2015-05-26,-0.010319,-0.010336,-0.011153,-0.011238,19254859200.00,502,19455773200.00,502,2104.20,-0.010282
2015-05-27,0.009336,0.009173,0.008242,0.007980,19431411400.00,502,19254859200.00,502,2123.48,0.009163
2015-05-28,-0.001115,-0.001292,-0.001922,-0.002109,19406306100.00,502,19431411400.00,502,2120.79,-0.001267
2015-05-29,-0.006246,-0.006272,-0.005875,-0.005943,19246562600.00,502,19406306100.00,502,2107.39,-0.006318
2015-06-01,0.002189,0.002093,0.001625,0.001555,19286851600.00,502,19246562600.00,502,2111.73,0.002059
2015-06-02,-0.000941,-0.000992,0.000274,0.000228,19266160000.00,502,19286851600.00,502,2109.60,-0.001009
2015-06-03,0.002344,0.002161,0.001419,0.001193,19307792800.00,502,19266160000.00,502,2114.07,0.002119
2015-06-04,-0.008604,-0.008619,-0.008889,-0.008934,19141412800.00,502,19307792800.00,502,2095.84,-0.008623
2015-06-05,-0.001427,-0.001472,0.000131,0.000078,19113232500.00,502,19141412800.00,502,2092.83,-0.001436
2015-06-08,-0.006372,-0.006549,-0.006529,-0.006780,18988102700.00,502,19113232500.00,502,2079.28,-0.006474
2015-06-09,0.000510,0.000484,-0.000455,-0.000501,18943979200.00,502,18934806700.00,501,2080.15,0.000418
2015-06-10,0.012180,0.012111,0.011124,0.010988,19228488200.00,502,18943979200.00,501,2105.20,0.012042
2015-06-11,0.002003,0.001709,0.002079,0.001843,19261342300.00,502,19228488200.00,502,2108.86,0.001739
2015-06-12,-0.006905,-0.006967,-0.006169,-0.006255,19117755000.00,502,19247868500.00,502,2094.11,-0.006994
2015-06-15,-0.004626,-0.004645,-0.005017,-0.005060,19029011900.00,502,19117755000.00,502,2084.43,-0.004622
2015-06-16,0.005804,0.005791,0.005627,0.005600,19139203000.00,502,19029011900.00,502,2096.29,0.005690
2015-06-17,0.002029,0.002009,0.002688,0.002663,19177651000.00,502,19139203000.00,502,2100.44,0.001980
2015-06-18,0.009846,0.009718,0.009221,0.009186,19364026700.00,502,19177651000.00,502,2121.24,0.009903
2015-06-19,-0.005333,-0.005333,-0.004310,-0.004310,19260712200.00,502,19364026700.00,502,2109.99,-0.005304
2015-06-22,0.006047,0.006047,0.005323,0.005323,19382128800.00,502,19260712200.00,502,2122.85,0.006095
2015-06-23,0.000747,0.000667,-0.000555,-0.000579,19395056300.00,502,19382128800.00,502,2124.20,0.000636
2015-06-24,-0.007301,-0.007332,-0.007873,-0.007942,19252855300.00,502,19395056300.00,502,2108.58,-0.007353
2015-06-25,-0.002942,-0.002979,-0.003584,-0.003608,19195500600.00,502,19252855300.00,502,2102.31,-0.002974
2015-06-26,-0.000170,-0.000350,0.000762,0.000506,19177296400.00,502,19195500600.00,502,2101.49,-0.000390
2015-06-29,-0.020733,-0.020825,-0.021593,-0.021683,18776327300.00,502,19177296400.00,502,2057.64,-0.020866
2015-06-30,0.002715,0.002653,0.002889,0.002813,18822415700.00,502,18770757100.00,501,2063.11,0.002658
2015-07-01,0.007103,0.006862,0.006256,0.006184,18954321300.00,502,18846072100.00,502,2077.42,0.006936
2015-07-02,-0.000255,-0.000255,0.000172,0.000172,18953018300.00,502,18959794700.00,502,2076.78,-0.000308
2015-07-06,-0.003790,-0.003833,-0.005298,-0.005330,18919129000.00,502,18900815100.00,501,2068.76,-0.003862
2015-07-07,0.006243,0.006233,0.008038,0.008035,19027908800.00,502,18910037600.00,501,2081.34,0.006081
2015-07-08,-0.016270,-0.016552,-0.017800,-0.017917,18712950200.00,502,19027908800.00,501,2046.68,-0.016653
2015-07-09,0.002294,0.002285,0.002547,0.002517,18767437600.00,502,18724658000.00,502,2051.31,0.002262
2015-07-10,0.012365,0.012365,0.010636,0.010636,18999175900.00,502,18767437600.00,502,2076.62,0.012338
2015-07-13,0.011254,0.011162,0.010180,0.010113,19211242900.00,502,18999175900.00,502,2099.60,0.011066
2015-07-14,0.004466,0.004462,0.003605,0.003600,19296970700.00,502,19211242900.00,502,2108.95,0.004453
2015-07-15,-0.000920,-0.000935,-0.004033,-0.004057,19278934400.00,502,19296970700.00,502,2107.40,-0.000735
2015-07-16,0.008094,0.008065,0.006263,0.006233,19434625200.00,502,19278934400.00,502,2124.29,0.008015
2015-07-17,0.001293,0.001293,-0.004957,-0.004957,19459450800.00,502,19434625200.00,502,2126.64,0.001106
2015-07-20,0.000878,0.000855,-0.002129,-0.002161,19470335900.00,502,19502985900.00,502,2128.28,0.000771
2015-07-21,-0.004271,-0.004309,-0.003928,-0.003945,19386052200.00,502,19470335900.00,502,2119.21,-0.004262
2015-07-22,-0.002211,-0.002311,-0.000177,-0.000214,19340875000.00,502,19386052200.00,502,2114.15,-0.002388
2015-07-23,-0.005694,-0.005776,-0.004602,-0.004642,19229131600.00,502,19340875000.00,502,2102.15,-0.005676
2015-07-24,-0.010448,-0.010452,-0.011251,-0.011265,19027529700.00,502,19229131600.00,502,2079.65,-0.010703
2015-07-27,-0.005735,-0.005737,-0.006530,-0.006543,18871085500.00,502,18980374900.00,501,2067.64,-0.005775
2015-07-28,0.012287,0.012282,0.013193,0.013182,19102726100.00,502,18871085500.00,501,2093.25,0.012386
2015-07-29,0.007463,0.007327,0.008759,0.008612,19251963100.00,502,19112411000.00,502,2108.57,0.007319
2015-07-30,0.000173,0.000094,0.000327,0.000145,19253775900.00,502,19251963100.00,502,2108.63,0.000028
2015-07-31,-0.002188,-0.002198,-0.000250,-0.000262,19220137700.00,502,19253775900.00,502,2103.84,-0.002272
2015-08-03,-0.002674,-0.002675,-0.004310,-0.004311,19168686800.00,502,19220137700.00,502,2098.04,-0.002757
2015-08-04,-0.002135,-0.002161,-0.001183,-0.001219,19126948200.00,502,19168686800.00,502,2093.32,-0.002250
2015-08-05,0.003722,0.003300,0.002644,0.002488,19190023700.00,502,19126948200.00,502,2099.84,0.003115
2015-08-06,-0.007521,-0.007796,-0.005732,-0.005846,19040222100.00,502,19190023700.00,502,2083.56,-0.007753
2015-08-07,-0.003013,-0.003048,-0.002303,-0.002376,18981600500.00,502,19040222100.00,502,2077.57,-0.002875
2015-08-10,0.012667,0.012645,0.015684,0.015641,19221624500.00,502,18981600500.00,502,2104.18,0.012808
2015-08-11,-0.009154,-0.009331,-0.009085,-0.009144,19042261400.00,502,19221624500.00,502,2084.07,-0.009557
2015-08-12,0.001136,0.000904,0.002017,0.001669,19059476200.00,502,19042261400.00,502,2086.05,0.000950
2015-08-13,-0.001209,-0.001357,-0.002642,-0.002797,19033641800.00,502,19059476200.00,502,2083.39,-0.001275
2015-08-14,0.003978,0.003976,0.004158,0.004151,19109324800.00,502,19033641800.00,502,2091.54,0.003912
2015-08-17,0.005274,0.005085,0.005528,0.005403,19206569000.00,502,19109324800.00,502,2102.44,0.005211
2015-08-18,-0.002598,-0.002779,-0.002471,-0.002564,19150232200.00,502,19206569000.00,502,2096.92,-0.002626
2015-08-19,-0.008168,-0.008234,-0.008467,-0.008561,18992551400.00,502,19150232200.00,502,2079.61,-0.008255
2015-08-20,-0.020963,-0.020964,-0.021053,-0.021062,18594385900.00,502,18992551400.00,502,2035.73,-0.021100
2015-08-21,-0.031656,-0.031813,-0.027378,-0.027476,18002840800.00,502,18594385900.00,502,1970.89,-0.031851
2015-08-24,-0.039372,-0.039397,-0.039529,-0.039606,17293554400.00,502,18002840800.00,502,1893.21,-0.039414
2015-08-25,-0.013371,-0.013385,-0.014286,-0.014322,17062083500.00,502,17293554400.00,502,1867.61,-0.013522
2015-08-26,0.039178,0.039099,0.033078,0.032963,17729192800.00,502,17062083500.00,502,1940.51,0.039034
2015-08-27,0.024267,0.024166,0.027277,0.027133,18157629900.00,502,17729192800.00,502,1987.66,0.024298
2015-08-28,0.000638,0.000510,0.002764,0.002624,18166385000.00,502,18157629900.00,502,1988.87,0.000609
2015-08-31,-0.008319,-0.008432,-0.006471,-0.006560,18012263100.00,502,18174105500.00,502,1972.18,-0.008392
2015-09-01,-0.029419,-0.029466,-0.028941,-0.028964,17481505500.00,502,18012263100.00,502,1913.85,-0.029576
2015-09-02,0.018473,0.018307,0.015583,0.015355,17801531400.00,502,17481505500.00,502,1948.86,0.018293
2015-09-03,0.001312,0.001258,0.003924,0.003828,17829424900.00,502,17807618000.00,502,1951.13,0.001165
2015-09-04,-0.015208,-0.015277,-0.015251,-0.015370,17556480400.00,502,17829424900.00,502,1921.22,-0.015330
2015-09-08,0.025442,0.025313,0.025500,0.025324,18001440800.00,502,17556480400.00,502,1969.41,0.025083
2015-09-09,-0.013809,-0.013895,-0.013113,-0.013285,17751314400.00,502,18001440800.00,502,1942.04,-0.013898
2015-09-10,0.005224,0.005138,0.003453,0.003337,17842522000.00,502,17751314400.00,502,1952.29,0.005278
2015-09-11,0.004920,0.004604,0.003356,0.003042,17924633700.00,502,17842522000.00,502,1961.05,0.004487
2015-09-14,-0.004017,-0.004077,-0.004289,-0.004372,17851560400.00,502,17924633700.00,502,1953.03,-0.004090
2015-09-15,0.012701,0.012688,0.012093,0.012058,18078019000.00,502,17851560400.00,502,1978.09,0.012831
2015-09-16,0.008801,0.008763,0.011257,0.011200,18236431300.00,502,18078019000.00,502,1995.31,0.008705
2015-09-17,-0.002355,-0.002514,-0.002157,-0.002237,18190579900.00,502,18236431300.00,502,1990.20,-0.002561
2015-09-18,-0.016077,-0.016085,-0.017737,-0.017759,17897986600.00,502,18190579900.00,502,1958.03,-0.016164
2015-09-21,0.004610,0.004599,0.003510,0.003500,18025245400.00,505,17942721000.00,505,1966.97,0.004566
2015-09-22,-0.012320,-0.012347,-0.014960,-0.014987,17802688600.00,505,18025245400.00,505,1942.74,-0.012318
2015-09-23,-0.002029,-0.002079,-0.004448,-0.004523,17765670700.00,505,17802688600.00,505,1938.76,-0.002049
2015-09-24,-0.003418,-0.003418,-0.003469,-0.003469,17704946000.00,505,17765670700.00,505,1932.24,-0.003363
2015-09-25,-0.000514,-0.000519,0.000210,0.000194,17691307500.00,505,17704946000.00,505,1931.34,-0.000466
2015-09-28,-0.025485,-0.025771,-0.028138,-0.028436,17235390000.00,505,17691307500.00,505,1881.77,-0.025666
2015-09-29,0.001182,0.001123,0.001196,0.001122,17253792900.00,505,17235390000.00,505,1884.09,0.001233
2015-09-30,0.019174,0.019113,0.019594,0.019536,17566116800.00,505,17253792900.00,505,1920.03,0.019076
